iata,name,tz
NQA,"Millington, Millington Municipal Airport",America/Chicago
NQI,"Kingsville, Naval Air Station",America/Chicago
NQL,Niquelândia Airport,America/Sao_Paulo
NQN,Presidente Perón International Airport,America/Argentina/Salta
NQT,Nottingham Airport,Europe/London
NQU,Reyes Murillo Airport,America/Bogota
NQX,Naval Air Station Key West,America/New_York
NQY,Newquay Cornwall Airport,Europe/London
NQZ,Astana Nursultan Nazarbayev International Airport,Asia/Almaty
NRA,Narrandera Airport,Australia/Sydney
NRB,Naval Station Mayport,America/New_York
NRC,Crows Landing Naval Auxiliary Landing Field,America/Los_Angeles
NRD,Norderney,Europe/Berlin
NRE,Namrole Airport,Asia/Jayapura
NRG,Narrogin,Australia/Perth
NRI,Grand Lake Regional Airport,America/Chicago
NRK,Norrköping Airport,Europe/Stockholm
NRL,North Ronaldsay Airport,Europe/London
NRM,Nara Keibane Airport,Africa/Bamako
NRN,Niederrhein Weeze Airport,Europe/Berlin
NRR,José Aponte de la Torre Airport,America/Puerto_Rico
NRS,Ream Field,America/Los_Angeles
NRT,Narita International Airport,Asia/Tokyo
NRY,Newry,Australia/Darwin
NSA,Noosa Airport,Australia/Brisbane
NSB,Bimini North Seaplane Base,America/Nassau
NSE,"Milton, Whiting Field Naval Air Station North",America/Chicago
NSF,Camp Springs Andrews AFB,America/New_York
NSH,Noshahr Airport,Asia/Tehran
NSI,Yaounde,Africa/Douala
NSK,Norilsk-Alykel Airport,Asia/Krasnoyarsk
NSL,Slayton,America/Chicago
NSM,Norseman Airport,Australia/Perth
NSN,Nelson Airport,Pacific/Auckland
NSO,Scone Airport,Australia/Sydney
NSP,Sangley Point,Asia/Manila
NSQ,Nuussuaq Heliport,America/Nuuk
NSR,Serra da Capivara Airport,America/Fortaleza
NST,Nakhon Si Thammarat Airport,Asia/Bangkok
NSV,Noosa Airport,Australia/Brisbane
NSY,Sigonella Naval Air Station,Europe/Rome
NTA,Natadola Seaplane Base,Pacific/Fiji
NTB,Notodden Airport,Europe/Oslo
NTC,Santa Carolina,Africa/Maputo
NTD,"Point Mugu, Naval Air Warfare Center",America/Los_Angeles
NTE,Nantes Atlantique Airport,Europe/Paris
NTG,Nantong Airport,Asia/Shanghai
NTI,Stenkol Airport,Asia/Jayapura
NTJ,Manti,America/Denver
NTL,Newcastle Airport,Australia/Sydney
NTM,Miracema Do Norte Airport,America/Araguaina
NTN,Normanton Airport,Australia/Brisbane
NTO,Agostinho Neto Airport,Atlantic/Cape_Verde
NTQ,Noto Airport,Asia/Tokyo
NTR,Del Norte International Airport,America/Monterrey
NTT,Niuatoputapu Airport,Pacific/Tongatapu
NTU,"Virginia Beach, Oceana, Naval Air Station",America/New_York
NTX,Ranai Airport,Asia/Jakarta
NTY,Pilanesberg International Airport,Africa/Johannesburg
NUA,Gregory Lake Seaplane Base,Asia/Colombo
NUB,Numbulwar Airport,Australia/Darwin
NUD,En Nahud Airport,Africa/Khartoum
NUE,Nuremberg Airport,Europe/Berlin
NUF,Hatton,Asia/Colombo
NUG,Nuguria,Pacific/Bougainville
NUH,Nunchía South Airport,America/Bogota
NUI,Nuiqsut Airport,America/Anchorage
NUJ,Nogeh IR,Asia/Tehran
NUK,Nukutavake Airport,Pacific/Tahiti
NUL,Nulato Airport,America/Anchorage
NUM,Neom Bay Airport,Asia/Riyadh
NUN,Saufley Field Naval Outlying Field,America/Chicago
NUP,Nunapitchuk Airport,America/Nome
NUQ,Moffett Federal Airfield,America/Los_Angeles
NUR,Nullabor Motel Airport,Australia/Adelaide
NUS,Norsup Airport,Pacific/Efate
NUT,Nutuve,Pacific/Port_Moresby
NUU,Nakuru Airport,Africa/Nairobi
NUW,Naval Air Station Whidbey Island,America/Los_Angeles
NUX,Novy Urengoy Airport,Asia/Yekaterinburg
NVA,Benito Salas Airport,America/Bogota
NVD,Nevada Municipal Airport,America/Chicago
NVG,Nueva Guinea Airport,America/Managua
NVI,Navoi International Airport,Asia/Samarkand
NVJ,Navojoa Airport,America/Hermosillo
NVK,"Narvik Airport, Framnes",Europe/Oslo
NVM,Aeroporto Brigadeiro Eduardo Gomes,America/Cuiaba
NVN,Nervino Airport,America/Los_Angeles
NVP,Novo Aripuanã Airport,America/Manaus
NVR,Novgorod Airport,Europe/Moscow
NVS,Nevers-Fourchambault,Europe/Paris
NVT,Navegantes–Ministro Victor Konder International Airport,America/Sao_Paulo
NVY,Neyveli Airport,Asia/Kolkata
NWA,Mohéli Bandar Es Eslam Airport,Indian/Comoro
NWH,Parlin Field,America/New_York
NWI,Norwich International Airport,Europe/London
NWP,Naval Station Argentia,America/St_Johns
NWT,Nowata,Pacific/Port_Moresby
NWU,Naval Air Station Bermuda,Atlantic/Bermuda
NXX,Naval Air Station Joint Reserve Base Willow Grove,America/New_York
NYA,Nyagan Airport,Asia/Yekaterinburg
NYC,New York City,America/New_York
NYE,Nyeri Airport,Africa/Nairobi
NYG,Quantico Marine Corps Airfield / Turner Field,America/New_York
NYI,Sunyani Airport,Africa/Accra
NYK,Nanyuki Airport,Africa/Nairobi
NYM,Nadym Airport,Asia/Yekaterinburg
NYN,Nyngan Airport,Australia/Sydney
NYO,Stockholm Skavsta Airport,Europe/Stockholm
NYR,Nyurba Airport,Asia/Yakutsk
NYS,New York Skyports Incorporated Seaplane Base,America/New_York
NYT,Naypyidaw Airport,Asia/Yangon
NYU,Bagan Nyaung U Airport,Asia/Yangon
NYW,Monywa Airport,Asia/Yangon
NZA,Nzagi Airport,Africa/Luanda
NZC,Maria Reiche Neuman Airport,America/Lima
NZE,Nzérékoré Airport,Africa/Conakry
NZG,Nizhneangarsk Airport,Asia/Irkutsk
NZH,Manzhouli Airport,Asia/Shanghai
NZL,Zhalantun Chengjisihan Airport,Asia/Shanghai
NZO,Nzoia Airport,Africa/Nairobi
NZY,Naval Air Station North Island,America/Los_Angeles
OAA,Forward Operating Base Shank,Asia/Kabul
OAG,Orange Airport,Australia/Sydney
OAH,Shindand Air Base,Asia/Kabul
OAI,Bagram,Asia/Kabul
OAJ,Albert J Ellis Airport,America/New_York
OAK,Oakland International Airport,America/Los_Angeles
OAL,Cacoal Airport,America/Porto_Velho
OAM,Oamaru Airport,Pacific/Auckland
OAN,Olanchito El Arrayán Airport,America/Tegucigalpa
OAR,Marina Municipal Airport,America/Los_Angeles
OAS,Sharana,Asia/Kabul
OAX,Oaxaca - Xoxocotlán International Airport,America/Mexico_City
OAZ,Camp Bastion Air Base,Asia/Kabul
OBA,Oban Airport,Australia/Brisbane
OBC,Obock Airport,Africa/Djibouti
OBD,Obano Airport,Asia/Jayapura
OBE,Okeechobee County Airport,America/New_York
OBF,Oberpfaffenhofen,Europe/Berlin
OBI,Óbidos Airport,America/Santarem
OBL,Oostmalle Air Base,Europe/Brussels
OBM,Morobe (Destroyed),Pacific/Port_Moresby
OBN,Oban Airport,Europe/London
OBO,Tokachi-Obihiro Airport,Asia/Tokyo
OBS,Aubenas-Ardèche méridionale,Europe/Paris
OBT,Oakland Coliseum Railway Station,America/New_York
OBU,Kobuk Airport,America/Anchorage
OBX,Obo Airport,Pacific/Port_Moresby
OBY,Ittoqqortoormiit Heliport,America/Scoresbysund
OCA,Ocean Reef Club Airport,America/New_York
OCC,Francisco De Orellana Airport,America/Guayaquil
OCE,Ocean City Municipal Airport,America/New_York
OCF,Ocala International Airport,America/New_York
OCH,A L Mangham Jr. Regional Airport,America/Chicago
OCI,Oceanic,America/Anchorage
OCJ,Ian Fleming International Airport,America/Jamaica
OCM,Boolgeeda Airport,Australia/Perth
OCN,Oceanside Municipal Airport,America/Los_Angeles
OCS,Corisco International Airport,Africa/Malabo
OCV,Aguas Claras Airport,America/Bogota
OCW,Washington NC US Warren Field,America/New_York
ODA,Ouadda Airport,Africa/Bangui
ODB,Córdoba Airport,Europe/Madrid
ODC,Oakdale Airport,America/Los_Angeles
ODD,Oodnadatta Airport,Australia/Adelaide
ODE,Odense Airport,Europe/Copenhagen
ODH,RAF Odiham,Europe/London
ODJ,Ouanda Djallé Airport,Africa/Bangui
ODL,Cordillo Downs Airport,Australia/Adelaide
ODM,Garrett County Airport,America/New_York
ODN,Long Seridan Airport,Asia/Kuching
ODO,Bodaybo Airport,Asia/Irkutsk
ODR,Ord River Airport,Australia/Perth
ODS,Odesa International Airport,Europe/Kyiv
ODT,Odessa-Schlemeyer Field,America/Chicago
ODW,AJ Eisenberg Airport,America/Los_Angeles
ODY,Oudomsay Airport,Asia/Vientiane
OEA,O'Neal Airport,America/Chicago
OEC,Oecusse Airport,Asia/Dili
OEL,Oryol Yuzhny Airport,Europe/Moscow
OEM,Vincent Fayks Airport,America/Paramaribo
OEO,L O Simenstad Municipal Airport,America/Chicago
OER,Örnsköldsvik Airport,Europe/Stockholm
OES,Antoine de Saint Exupéry Airport,America/Argentina/Salta
OFF,Offutt Air Force Base,America/Chicago
OFI,Ouango Fitini Airport,Africa/Abidjan
OFJ,Ólafsfjörður Airport,Atlantic/Reykjavik
OFK,Karl Stefan Memorial Airport,America/Chicago
OFU,Ofu Airport,Pacific/Pago_Pago
OGA,Searle Airport,America/Denver
OGB,Orangeburg Municipal Airport,America/New_York
OGD,Ogden Municipal Airport,America/Denver
OGE,Ogeranang,Pacific/Port_Moresby
OGG,Kahului Airport,Pacific/Honolulu
OGL,Eugene F. Correira International Airport,America/Guyana
OGM,Ogobsucum Airport,America/Panama
OGN,Yonaguni Airport,Asia/Tokyo
OGO,Abengourou Airport,Africa/Abidjan
OGR,Bongor Airport,Africa/Ndjamena
OGS,Ogdensburg International Airport,America/New_York
OGU,Ordu - Giresun Airport,Europe/Istanbul
OGV,Ongava,Africa/Windhoek
OGX,Ouargla,Africa/Algiers
OGZ,Beslan Airport,Europe/Moscow
OHA,Ohakea Aerodrome,Pacific/Auckland
OHB,Moramanga,Indian/Antananarivo
OHC,Northeast Cape Air Force Station (historical),America/Nome
OHE,Mohe Gulian Airport,Asia/Shanghai
OHH,Okha Airport,Asia/Sakhalin
OHI,Oshakati Airport,Africa/Windhoek
OHO,Okhotsk Airport,Asia/Vladivostok
OHR,Wyk auf Föhr,Europe/Berlin
OHS,Sohar Airport,Asia/Muscat
OHT,Kohat Airport,Asia/Karachi
OIA,Ourilandia,America/Santarem
OIC,Lt. Warren Eaton Airport,America/New_York
OIM,Oshima Airport,Asia/Tokyo
OIR,Okushiri Airport,Asia/Tokyo
OIT,Oita Airport,Asia/Tokyo
OJC,Johnson County Executive Airport,America/Chicago
OJU,Tanjung Api Airport,Asia/Makassar
OKA,Naha Airport,Asia/Tokyo
OKB,Orchid Beach Airport,Australia/Brisbane
OKC,Will Rogers World Airport,America/Chicago
OKD,Okadama Airport,Asia/Tokyo
OKE,Okinoerabu Airport,Asia/Tokyo
OKF,Okaukuejo,Africa/Windhoek
OKG,Okoyo Airport,Africa/Brazzaville
OKH,RAF Cottesmore,Europe/London
OKI,Oki Airport,Asia/Tokyo
OKJ,Okayama Airport,Asia/Tokyo
OKK,Kokomo Municipal Airport,America/Indiana/Indianapolis
OKL,Oksibil Airport,Asia/Jayapura
OKM,Okmulgee Regional Airport,America/Chicago
OKN,Okondja Airport,Africa/Libreville
OKO,Yokota Air Base,Asia/Tokyo
OKP,Oksapmin,Pacific/Port_Moresby
OKQ,Okaba Airport,Asia/Jayapura
OKR,Yorke Island Airport,Australia/Brisbane
OKS,Oshkosh NE US Garden County,America/Denver
OKT,Oktyabrskiy Airport,Asia/Yekaterinburg
OKU,Mokuti Lodge Airport,Africa/Windhoek
OKV,Okao Airport,Pacific/Port_Moresby
OKY,Oakey Aerodrome,Australia/Brisbane
OLA,Ørland Airport,Europe/Oslo
OLB,Olbia - Costa Smeralda Airport,Europe/Rome
OLC,São Paulo de Olivença Airport,America/Manaus
OLD,Old Town / Dewitt Field,America/New_York
OLE,Cattaraugus County-Olean Airport,America/New_York
OLF,Lyman Clayton Airport,America/Denver
OLG,Olare Airfield,Africa/Nairobi
OLH,Old Harbor Airport,America/Anchorage
OLI,Olafsvik,Atlantic/Reykjavik
OLJ,North West Santo Airport,Pacific/Efate
OLK,Fuerte Olimpo Airport,America/Asuncion
OLL,Oyo Ollombo Airport,Africa/Brazzaville
OLM,Olympia Regional Airport,America/Los_Angeles
OLN,Lago Musters Airport,America/Argentina/Catamarca
OLO,Olomouc Neředín Airport,Europe/Prague
OLP,Olympic Dam Airport,Australia/Adelaide
OLQ,Olsobip,Pacific/Port_Moresby
OLR,FOB Salerno,Asia/Kabul
OLS,Nogales International Airport,America/Phoenix
OLU,Columbus Municipal Airport,America/Chicago
OLV,Olive Branch Airport,America/Chicago
OLX,Maasai Mara Airport,Africa/Nairobi
OLY,Olney-Noble Airport,America/Chicago
OLZ,Olyokminsk Airport,Asia/Yakutsk
OMA,Eppley Airfield,America/Chicago
OMB,Omboue Hopital Airport,Africa/Libreville
OMC,Ormoc Airport,Asia/Manila
OMD,Oranjemund Airport,Africa/Windhoek
OME,Nome Airport,America/Nome
OMF,King Hussein Air Base,Asia/Amman
OMG,Omega Airport,Africa/Windhoek
OMH,Orumieh,Asia/Tehran
OMI,Omidiyeh,Asia/Tehran
OMJ,Ōmura Airport,Asia/Tokyo
OMK,Omak Airport,America/Los_Angeles
OML,Omkalai,Pacific/Port_Moresby
OMM,Marmul Airport,Asia/Muscat
OMN,Osmanabad Airport,Asia/Samarkand
OMO,Mostar International Airport,Europe/Sarajevo
OMR,Oradea International Airport,Europe/Bucharest
OMS,Tsentralny Airport,Asia/Omsk
OMY,Thbeng Meanchey Airport,Asia/Phnom_Penh
ONA,Winona Municipal Airport,America/Chicago
ONB,Ononge,Pacific/Port_Moresby
OND,Ondangwa Airport,Africa/Windhoek
ONE,Onepusu,Pacific/Guadalcanal
ONG,Mornington Island Airport,Australia/Brisbane
ONH,Oneonta Municipal Airport,America/New_York
ONI,Moanamani Airport,Asia/Jayapura
ONJ,Odate–Noshiro Airport,Asia/Tokyo
ONK,Olenyok Airport,Asia/Yakutsk
ONL,The O'Neill Municipal Airport,America/Chicago
ONM,Socorro Municipal Airport,America/Denver
ONO,Ontario Municipal Airport,America/Boise
ONP,Newport Municipal Airport,America/Los_Angeles
ONQ,Caycuma,Europe/Istanbul
ONR,Monkira Airport,Australia/Brisbane
ONS,Onslow Airport,Australia/Perth
ONT,Ontario International Airport,America/Los_Angeles
ONU,Ono-I-Lau Airport,Pacific/Fiji
ONX,Enrique Adolfo Jiménez Airport,America/Panama
ONY,Olney Municipal Airport,America/Chicago
OOA,Oskaloosa Municipal Airport,America/Chicago
OOD,Gudai-Darri Airstrip,Australia/Perth
OOK,Toksook Bay Airport,America/Nome
OOL,Gold Coast Airport,Australia/Brisbane
OOM,Cooma–Snowy Mountains Airport,Australia/Sydney
OOR,Mooraberree Airport,Australia/Brisbane
OOT,Onotoa Airport,Pacific/Tarawa
OPA,Kópasker Airport,Atlantic/Reykjavik
OPB,Open Bay,Pacific/Port_Moresby
OPF,Miami-Opa Locka Executive Airport,America/New_York
OPI,Oenpelli Airport,Australia/Darwin
OPL,St. Landry Parish Airport,America/Chicago
OPO,Francisco de Sá Carneiro Airport,Europe/Lisbon
OPP,Salinopolis Airport,America/Belem
OPS,Presidente João Batista Figueiredo Airport,America/Cuiaba
OPU,Balimo Airport,Pacific/Port_Moresby
OPW,Opuwo,Africa/Windhoek
OQN,Brandywine Airport,Asia/Tashkent
ORA,Oran Airport,America/Argentina/Salta
ORB,Örebro Airport,Europe/Stockholm
ORC,Orocue Airport,America/Bogota
ORD,Chicago O'Hare International Airport,America/Chicago
ORE,Orléans – Saint-Denis-de-l'Hôtel Airport,Europe/Paris
ORF,Norfolk International Airport,America/New_York
ORG,Zorg en Hoop Airport,America/Paramaribo
ORH,Worcester Regional Airport,America/New_York
ORI,Port Lions Airport,America/Anchorage
ORJ,Orinduik Airport,America/Guyana
ORK,Cork Airport,Europe/Dublin
ORL,Orlando Executive Airport,America/New_York
ORM,Sywell Aerodrome,Europe/London
ORN,Oran / Es Senia,Africa/Algiers
ORO,Yoro,America/Tegucigalpa
ORP,Orapa Airport,Africa/Gaborone
ORR,Yorketown Airport,Australia/Adelaide
ORS,Orpheus Island Waterport Seaplane Base,Australia/Lindeman
ORT,Northway Airport,America/Anchorage
ORU,Oruro Airport,America/La_Paz
ORV,Robert (Bob) Curtis Memorial Airport,America/Anchorage
ORW,Ormara Airport,Asia/Karachi
ORX,Oriximiná Airport,America/Santarem
ORY,Paris Orly Airport,Europe/Paris
ORZ,Orange Walk Airport,America/Belize
OSA,Osaka,Asia/Tokyo
OSB,Osage Beach,America/Chicago
OSC,Oscoda-Wurtsmith Airport,America/Detroit
OSD,Åre Östersund Airport,Europe/Stockholm
OSE,Omora,Pacific/Port_Moresby
OSF,Ostafyevo International Airport,Europe/Moscow
OSG,Ossima,Pacific/Port_Moresby
OSH,Wittman Regional Airport,America/Chicago
OSI,Osijek Airport,Europe/Zagreb
OSJ,Ol Seki Airfield,Africa/Nairobi
OSK,Oskarshamn Airport,Europe/Stockholm
OSL,"Oslo Airport, Gardermoen",Europe/Oslo
OSM,Mosul International Airport,Asia/Baghdad
OSN,Osan Ab,Asia/Seoul
OSO,Osborne Mine Airport,Australia/Brisbane
OSR,Leoš Janáček Airport Ostrava,Europe/Prague
OSS,Osh International Airport,Asia/Bishkek
OST,Ostend-Bruges International Airport,Europe/Brussels
OSU,Ohio State University Airport,America/New_York
OSW,Orsk Airport,Asia/Yekaterinburg
OSX,Kosciusko-Attala County Airport,America/Chicago
OSY,Namsos Lufthavn,Europe/Oslo
OSZ,Koszalin-Zegrze Pomorskie Airport,Europe/Warsaw
OTA,Mota,Africa/Addis_Ababa
OTC,Bol Berim,Africa/Ndjamena
OTD,Contadora Airport,America/Panama
OTG,Worthington Municipal Airport,America/Chicago
OTH,Southwest Oregon Regional Airport,America/Los_Angeles
OTI,Pitu Airport,Asia/Jayapura
OTJ,Otjiwarongo,Africa/Windhoek
OTK,Tillamook Airport,America/Los_Angeles
OTL,Boutilimit,Africa/Nouakchott
OTM,Ottumwa Industrial Airport,America/Chicago
OTN,Ed-Air Airport,America/Indiana/Vincennes
OTO,Otto Vor Airport,Asia/Shanghai
OTP,Henri Coandă International Airport,Europe/Bucharest
OTQ,Otog Front Banner Oljoq Airport,Asia/Shanghai
OTR,Coto 47 Airport,America/Costa_Rica
OTS,Anacortes Airport,America/Los_Angeles
OTT,Cotriguacu,America/Cuiaba
OTU,Otú Airport,America/Bogota
OTV,Ontong Java Atoll Airport,Pacific/Guadalcanal
OTY,Oria,Pacific/Bougainville
OTZ,Ralph Wien Memorial Airport,America/Nome
OUA,Ouagadougou Airport,Africa/Ouagadougou
OUD,Angads Airport,Africa/Casablanca
OUE,Ouesso,Africa/Brazzaville
OUG,Ouahigouya Airport,Africa/Ouagadougou
OUH,Oudtshoorn Airport,Africa/Johannesburg
OUI,Ushant Airport,Europe/Paris
OUK,Out Skerries Airport,Europe/London
OUL,Oulu Airport,Europe/Helsinki
OUM,Oum Hadjer Airport,Africa/Ndjamena
OUN,University of Oklahoma Westheimer Airport,America/Chicago
OUR,Batouri Airport,Africa/Douala
OUS,Ourinhos Airport,America/Sao_Paulo
OUT,Bousso Airport,Africa/Ndjamena
OUU,Ouanga,Africa/Libreville
OUZ,Tazadit Airport,Africa/Nouakchott
OVA,Bekily,Indian/Antananarivo
OVB,Tolmachevo Airport,Asia/Novosibirsk
OVD,Asturias Airport,Europe/Madrid
OVE,Oroville Municipal Airport,America/Los_Angeles
OVG,AFB Overberg,Africa/Johannesburg
OVL,El Tuqui,America/Santiago
OVR,Olavarria Airport,America/Argentina/Buenos_Aires
OVS,Sovetskiy Airport,Asia/Yekaterinburg
OWA,Owatonna Degner Regional Airport,America/Chicago
OWB,Owensboro–Daviess County Regional Airport,America/Chicago
OWD,Norwood Memorial Airport,America/New_York
OWE,Owendo,Africa/Libreville
OWK,Central Maine Airport of Norridgewock,America/New_York
OXB,Bissau Airport,Africa/Bissau
OXC,Waterbury-Oxford Airport,America/New_York
OXD,Miami University Airport,America/New_York
OXF,London Oxford Airport,Europe/London
OXO,Orientos Airport,Australia/Brisbane
OXR,Oxnard Airport,America/Los_Angeles
OXY,Morney Airport,Australia/Brisbane
OYA,Goya Airport,America/Argentina/Cordoba
OYC,Camopi Airport,America/Cayenne
OYE,Oyem Airport,Africa/Libreville
OYG,Moyo Airport,Africa/Kampala
OYK,Oiapoque,America/Belem
OYL,Moyale Airport,Africa/Nairobi
OYN,Ouyen Airport,Australia/Melbourne
OYO,Tres Arroyos Airport,America/Argentina/Buenos_Aires
OYP,Saint-Georges-de-l'Oyapock Airport,America/Cayenne
OZA,Ozona TX US Municipal,America/Chicago
OZC,Ozamiz City Airport,Asia/Manila
OZG,Zagora Airport,Africa/Casablanca
OZH,Zaporizhia International Airport,Europe/Kyiv
OZP,Morón Air Base,Europe/Madrid
OZR,Cairns Army Airfield (Fort Rucker),America/Chicago
OZZ,Ouarzazate Airport,Africa/Casablanca
PAA,Hpa-An Airport,Asia/Yangon
PAB,Bilaspur Airport,Asia/Kolkata
PAD,Paderborn Lippstadt Airport,Europe/Berlin
PAE,Snohomish County Airport (Paine Field),America/Los_Angeles
PAF,Pakuba Airport,Africa/Kampala
PAG,Pagadian Airport,Asia/Manila
PAH,Barkley Regional Airport,America/Chicago
PAJ,Parachinar Airport,Asia/Karachi
PAK,Port Allen Airport,Pacific/Honolulu
PAL,Captain Germán Olano Moreno Air Base,America/Bogota
PAM,Tyndall Air Force Base,America/Chicago
PAN,Pattani,Asia/Bangkok
PAO,Palo Alto Airport of Santa Clara County,America/Los_Angeles
PAP,Toussaint L'Ouverture International Airport,America/Port-au-Prince
PAQ,Palmer Municipal Airport,America/Anchorage
PAR,Paris,Europe/Paris
PAS,Paros National Airport,Europe/Athens
PAT,Lok Nayak Jayaprakash Airport,Asia/Kolkata
PAU,Pauk Airport,Asia/Yangon
PAV,Paulo Afonso,America/Maceio
PAW,Pambwa,Pacific/Port_Moresby
PAX,Port de Paix Airport,America/Port-au-Prince
PAY,Pamol Airport,Asia/Kuching
PAZ,El Tajín National Airport,America/Mexico_City
PBA,Point Barrow Airport,America/Bahia
PBB,Paranaiba,America/Campo_Grande
PBC,Hermanos Serdán International Airport,America/Mexico_City
PBD,Porbandar Airport,Asia/Kolkata
PBE,Puerto Berrio Airport,America/Bogota
PBF,Grider Field,America/Chicago
PBG,Plattsburgh Air Force Base,America/New_York
PBH,Paro Airport,Asia/Thimphu
PBI,Palm Beach International Airport,America/New_York
PBJ,Paama Airport,Pacific/Efate
PBK,Pack Creek,America/Juneau
PBL,Bartolomé Salom Airport,America/Caracas
PBM,Johan Adolf Pengel International Airport,America/Paramaribo
PBN,Porto Amboim Airport,Africa/Luanda
PBO,Paraburdoo Airport,Australia/Perth
PBP,Punta Islita Airport,America/Costa_Rica
PBQ,Pimenta Bueno Airport,America/Porto_Velho
PBR,Puerto Barrios Airport,America/Guatemala
PBT,Puerto Leda Airport,America/Asuncion
PBU,Putao Airport,Asia/Yangon
PBV,Portos Dos Gauchos,America/Cuiaba
PBW,Palibelo,Asia/Makassar
PBX,Porto Alegre,America/Cuiaba
PBZ,Plettenberg Bay Airport,Africa/Johannesburg
PCA,Portage Creek Airport,America/Anchorage
PCB,Pondok Cabe Air Base,Asia/Jakarta
PCC,Puerto Rico CO,America/Bogota
PCD,Prairie du Chien Municipal Airport,America/Chicago
PCE,Painter Creek Airport,America/Anchorage
PCF,Potchefstroom,Africa/Johannesburg
PCH,Palacios,America/Tegucigalpa
PCJ,Puerto La Victoria Airport,America/Asuncion
PCK,Porcupine Creek Airport,America/Anchorage
PCL,FAP Captain David Abenzur Rengifo International Airport,America/Lima
PCM,Playa del Carmen Airport,America/Cancun
PCN,Picton Aerodrome,Pacific/Auckland
PCO,Punta Colorada Airstrip,America/Mazatlan
